	ID	Window	GC_Content	Number of Reads
8990	NZ_CP009617.1	(899000, 899099)	34.0	96
8991	NZ_CP009617.1	(899100, 899199)	41.0	80
8992	NZ_CP009617.1	(899200, 899299)	42.0	100
8993	NZ_CP009617.1	(899300, 899399)	41.0	66
8994	NZ_CP009617.1	(899400, 899499)	52.0	76
8995	NZ_CP009617.1	(899500, 899599)	46.0	81
8996	NZ_CP009617.1	(899600, 899699)	38.0	77
8997	NZ_CP009617.1	(899700, 899799)	48.0	62
8998	NZ_CP009617.1	(899800, 899899)	43.0	75
8999	NZ_CP009617.1	(899900, 899999)	49.0	59
9000	NZ_CP009617.1	(900000, 900099)	45.0	57
9001	NZ_CP009617.1	(900100, 900199)	49.0	75
9002	NZ_CP009617.1	(900200, 900299)	53.0	64
9003	NZ_CP009617.1	(900300, 900399)	53.0	67
9004	NZ_CP009617.1	(900400, 900499)	49.0	71
9005	NZ_CP009617.1	(900500, 900599)	46.0	69
9006	NZ_CP009617.1	(900600, 900699)	42.0	76
9007	NZ_CP009617.1	(900700, 900799)	49.0	64
9008	NZ_CP009617.1	(900800, 900899)	47.0	72
9009	NZ_CP009617.1	(900900, 900999)	50.0	76
9010	NZ_CP009617.1	(901000, 901099)	50.0	82
9011	NZ_CP009617.1	(901100, 901199)	54.0	70
9012	NZ_CP009617.1	(901200, 901299)	36.0	94
9013	NZ_CP009617.1	(901300, 901399)	34.0	97
9014	NZ_CP009617.1	(901400, 901499)	45.0	83
9015	NZ_CP009617.1	(901500, 901599)	48.0	88
9016	NZ_CP009617.1	(901600, 901699)	40.0	79
9017	NZ_CP009617.1	(901700, 901799)	53.0	64
9018	NZ_CP009617.1	(901800, 901899)	45.0	77
9019	NZ_CP009617.1	(901900, 901999)	47.0	70
9020	NZ_CP009617.1	(902000, 902099)	41.0	77
9021	NZ_CP009617.1	(902100, 902199)	41.0	62
9022	NZ_CP009617.1	(902200, 902299)	54.0	76
9023	NZ_CP009617.1	(902300, 902399)	47.0	74
9024	NZ_CP009617.1	(902400, 902499)	44.0	68
9025	NZ_CP009617.1	(902500, 902599)	49.0	58
9026	NZ_CP009617.1	(902600, 902699)	36.0	67
9027	NZ_CP009617.1	(902700, 902799)	47.0	65
9028	NZ_CP009617.1	(902800, 902899)	55.0	56
9029	NZ_CP009617.1	(902900, 902999)	50.0	63
9030	NZ_CP009617.1	(903000, 903099)	46.0	63
9031	NZ_CP009617.1	(903100, 903199)	46.0	56
9032	NZ_CP009617.1	(903200, 903299)	48.0	59
9033	NZ_CP009617.1	(903300, 903399)	44.0	67
9034	NZ_CP009617.1	(903400, 903499)	47.0	54
9035	NZ_CP009617.1	(903500, 903599)	46.0	56
9036	NZ_CP009617.1	(903600, 903699)	52.0	74
9037	NZ_CP009617.1	(903700, 903799)	52.0	72
9038	NZ_CP009617.1	(903800, 903899)	49.0	86
9039	NZ_CP009617.1	(903900, 903999)	47.0	91
9040	NZ_CP009617.1	(904000, 904099)	42.0	65
9041	NZ_CP009617.1	(904100, 904199)	36.0	86
9042	NZ_CP009617.1	(904200, 904299)	44.0	78
9043	NZ_CP009617.1	(904300, 904399)	40.0	73
9044	NZ_CP009617.1	(904400, 904499)	44.0	74
9045	NZ_CP009617.1	(904500, 904599)	51.0	48
9046	NZ_CP009617.1	(904600, 904699)	45.0	1
9047	NZ_CP009617.1	(904700, 904799)	44.0	4
9048	NZ_CP009617.1	(904800, 904899)	39.0	7
9049	NZ_CP009617.1	(904900, 904999)	46.0	55
9050	NZ_CP009617.1	(905000, 905099)	49.0	55
9051	NZ_CP009617.1	(905100, 905199)	44.0	46
9052	NZ_CP009617.1	(905200, 905299)	46.0	64
9053	NZ_CP009617.1	(905300, 905399)	54.0	77
9054	NZ_CP009617.1	(905400, 905499)	50.0	78
9055	NZ_CP009617.1	(905500, 905599)	38.0	76
9056	NZ_CP009617.1	(905600, 905699)	43.0	79
9057	NZ_CP009617.1	(905700, 905799)	43.0	78
9058	NZ_CP009617.1	(905800, 905899)	46.0	76
9059	NZ_CP009617.1	(905900, 905999)	46.0	65
9060	NZ_CP009617.1	(906000, 906099)	50.0	66
9061	NZ_CP009617.1	(906100, 906199)	45.0	77
9062	NZ_CP009617.1	(906200, 906299)	43.0	46
9063	NZ_CP009617.1	(906300, 906399)	44.0	72
9064	NZ_CP009617.1	(906400, 906499)	39.0	80
9065	NZ_CP009617.1	(906500, 906599)	35.0	84
9066	NZ_CP009617.1	(906600, 906699)	49.0	64
9067	NZ_CP009617.1	(906700, 906799)	52.0	64
9068	NZ_CP009617.1	(906800, 906899)	55.0	85
9069	NZ_CP009617.1	(906900, 906999)	49.0	74
9070	NZ_CP009617.1	(907000, 907099)	49.0	70
9071	NZ_CP009617.1	(907100, 907199)	47.0	87
9072	NZ_CP009617.1	(907200, 907299)	54.0	77
9073	NZ_CP009617.1	(907300, 907399)	44.0	91
9074	NZ_CP009617.1	(907400, 907499)	46.0	70
9075	NZ_CP009617.1	(907500, 907599)	44.0	70
9076	NZ_CP009617.1	(907600, 907699)	44.0	64
9077	NZ_CP009617.1	(907700, 907799)	44.0	78
9078	NZ_CP009617.1	(907800, 907899)	52.0	65
9079	NZ_CP009617.1	(907900, 907999)	50.0	60
9080	NZ_CP009617.1	(908000, 908099)	50.0	56
9081	NZ_CP009617.1	(908100, 908199)	55.0	69
9082	NZ_CP009617.1	(908200, 908299)	41.0	65
9083	NZ_CP009617.1	(908300, 908399)	57.0	69
9084	NZ_CP009617.1	(908400, 908499)	49.0	89
9085	NZ_CP009617.1	(908500, 908599)	53.0	82
9086	NZ_CP009617.1	(908600, 908699)	42.0	5
9087	NZ_CP009617.1	(908700, 908799)	47.0	61
9088	NZ_CP009617.1	(908800, 908899)	55.0	83
9089	NZ_CP009617.1	(908900, 908999)	45.0	71
9090	NZ_CP009617.1	(909000, 909099)	43.0	73
9091	NZ_CP009617.1	(909100, 909199)	49.0	77
9092	NZ_CP009617.1	(909200, 909299)	45.0	67
9093	NZ_CP009617.1	(909300, 909399)	45.0	76
9094	NZ_CP009617.1	(909400, 909499)	45.0	106
9095	NZ_CP009617.1	(909500, 909599)	40.0	81
9096	NZ_CP009617.1	(909600, 909699)	31.0	101
9097	NZ_CP009617.1	(909700, 909799)	40.0	80
9098	NZ_CP009617.1	(909800, 909899)	48.0	89
9099	NZ_CP009617.1	(909900, 909999)	49.0	88
9100	NZ_CP009617.1	(910000, 910099)	53.0	74
9101	NZ_CP009617.1	(910100, 910199)	45.0	80
9102	NZ_CP009617.1	(910200, 910299)	49.0	54
9103	NZ_CP009617.1	(910300, 910399)	47.0	66
9104	NZ_CP009617.1	(910400, 910499)	46.0	47
9105	NZ_CP009617.1	(910500, 910599)	56.0	58
9106	NZ_CP009617.1	(910600, 910699)	50.0	62
9107	NZ_CP009617.1	(910700, 910799)	39.0	77
9108	NZ_CP009617.1	(910800, 910899)	48.0	56
9109	NZ_CP009617.1	(910900, 910999)	56.0	61
9110	NZ_CP009617.1	(911000, 911099)	45.0	71
9111	NZ_CP009617.1	(911100, 911199)	51.0	63
9112	NZ_CP009617.1	(911200, 911299)	48.0	71
9113	NZ_CP009617.1	(911300, 911399)	52.0	61
9114	NZ_CP009617.1	(911400, 911499)	51.0	77
9115	NZ_CP009617.1	(911500, 911599)	46.0	60
9116	NZ_CP009617.1	(911600, 911699)	52.0	77
9117	NZ_CP009617.1	(911700, 911799)	44.0	76
9118	NZ_CP009617.1	(911800, 911899)	38.0	79
9119	NZ_CP009617.1	(911900, 911999)	45.0	84
9120	NZ_CP009617.1	(912000, 912099)	54.0	78
9121	NZ_CP009617.1	(912100, 912199)	44.0	97
9122	NZ_CP009617.1	(912200, 912299)	41.0	90
9123	NZ_CP009617.1	(912300, 912399)	44.0	90
9124	NZ_CP009617.1	(912400, 912499)	50.0	83
9125	NZ_CP009617.1	(912500, 912599)	42.0	89
9126	NZ_CP009617.1	(912600, 912699)	34.0	85
9127	NZ_CP009617.1	(912700, 912799)	39.0	72
9128	NZ_CP009617.1	(912800, 912899)	39.0	54
9129	NZ_CP009617.1	(912900, 912999)	49.0	80
9130	NZ_CP009617.1	(913000, 913099)	45.0	84
9131	NZ_CP009617.1	(913100, 913199)	42.0	67
9132	NZ_CP009617.1	(913200, 913299)	48.0	76
9133	NZ_CP009617.1	(913300, 913399)	49.0	58
9134	NZ_CP009617.1	(913400, 913499)	50.0	79
9135	NZ_CP009617.1	(913500, 913599)	48.0	72
9136	NZ_CP009617.1	(913600, 913699)	50.0	52
9137	NZ_CP009617.1	(913700, 913799)	42.0	75
9138	NZ_CP009617.1	(913800, 913899)	48.0	78
9139	NZ_CP009617.1	(913900, 913999)	46.0	75
9140	NZ_CP009617.1	(914000, 914099)	49.0	58
9141	NZ_CP009617.1	(914100, 914199)	48.0	78
9142	NZ_CP009617.1	(914200, 914299)	50.0	59
9143	NZ_CP009617.1	(914300, 914399)	45.0	64
9144	NZ_CP009617.1	(914400, 914499)	46.0	79
9145	NZ_CP009617.1	(914500, 914599)	55.0	56
9146	NZ_CP009617.1	(914600, 914699)	50.0	72
9147	NZ_CP009617.1	(914700, 914799)	51.0	64
9148	NZ_CP009617.1	(914800, 914899)	46.0	55
9149	NZ_CP009617.1	(914900, 914999)	48.0	82
9150	NZ_CP009617.1	(915000, 915099)	46.0	62
9151	NZ_CP009617.1	(915100, 915199)	41.0	49
9152	NZ_CP009617.1	(915200, 915299)	50.0	80
9153	NZ_CP009617.1	(915300, 915399)	55.0	56
9154	NZ_CP009617.1	(915400, 915499)	51.0	84
9155	NZ_CP009617.1	(915500, 915599)	49.0	78
9156	NZ_CP009617.1	(915600, 915699)	54.0	74
9157	NZ_CP009617.1	(915700, 915799)	53.0	89
9158	NZ_CP009617.1	(915800, 915899)	46.0	91
9159	NZ_CP009617.1	(915900, 915999)	47.0	82
9160	NZ_CP009617.1	(916000, 916099)	47.0	73
9161	NZ_CP009617.1	(916100, 916199)	35.0	89
9162	NZ_CP009617.1	(916200, 916299)	52.0	68
9163	NZ_CP009617.1	(916300, 916399)	49.0	74
9164	NZ_CP009617.1	(916400, 916499)	51.0	81
9165	NZ_CP009617.1	(916500, 916599)	42.0	65
9166	NZ_CP009617.1	(916600, 916699)	53.0	54
9167	NZ_CP009617.1	(916700, 916799)	50.0	73
9168	NZ_CP009617.1	(916800, 916899)	52.0	65
9169	NZ_CP009617.1	(916900, 916999)	42.0	80
9170	NZ_CP009617.1	(917000, 917099)	45.0	61
9171	NZ_CP009617.1	(917100, 917199)	49.0	66
9172	NZ_CP009617.1	(917200, 917299)	47.0	76
9173	NZ_CP009617.1	(917300, 917399)	43.0	56
9174	NZ_CP009617.1	(917400, 917499)	48.0	76
9175	NZ_CP009617.1	(917500, 917599)	37.0	91
9176	NZ_CP009617.1	(917600, 917699)	45.0	88
9177	NZ_CP009617.1	(917700, 917799)	43.0	74
9178	NZ_CP009617.1	(917800, 917899)	47.0	66
9179	NZ_CP009617.1	(917900, 917999)	52.0	84
9180	NZ_CP009617.1	(918000, 918099)	45.0	68
9181	NZ_CP009617.1	(918100, 918199)	45.0	62
9182	NZ_CP009617.1	(918200, 918299)	48.0	55
9183	NZ_CP009617.1	(918300, 918399)	48.0	38
9184	NZ_CP009617.1	(918400, 918499)	52.0	56
9185	NZ_CP009617.1	(918500, 918599)	46.0	52
9186	NZ_CP009617.1	(918600, 918699)	47.0	81
9187	NZ_CP009617.1	(918700, 918799)	48.0	69
9188	NZ_CP009617.1	(918800, 918899)	48.0	73
9189	NZ_CP009617.1	(918900, 918999)	51.0	68
9190	NZ_CP009617.1	(919000, 919099)	43.0	80
9191	NZ_CP009617.1	(919100, 919199)	50.0	67
9192	NZ_CP009617.1	(919200, 919299)	48.0	87
9193	NZ_CP009617.1	(919300, 919399)	41.0	87
9194	NZ_CP009617.1	(919400, 919499)	38.0	64
9195	NZ_CP009617.1	(919500, 919599)	49.0	81
9196	NZ_CP009617.1	(919600, 919699)	40.0	65
9197	NZ_CP009617.1	(919700, 919799)	45.0	57
9198	NZ_CP009617.1	(919800, 919899)	47.0	82
9199	NZ_CP009617.1	(919900, 919999)	49.0	64
9200	NZ_CP009617.1	(920000, 920099)	50.0	67
9201	NZ_CP009617.1	(920100, 920199)	47.0	75
9202	NZ_CP009617.1	(920200, 920299)	45.0	85
9203	NZ_CP009617.1	(920300, 920399)	40.0	74
9204	NZ_CP009617.1	(920400, 920499)	44.0	86
9205	NZ_CP009617.1	(920500, 920599)	36.0	74
9206	NZ_CP009617.1	(920600, 920699)	44.0	70
9207	NZ_CP009617.1	(920700, 920799)	52.0	63
9208	NZ_CP009617.1	(920800, 920899)	44.0	62
9209	NZ_CP009617.1	(920900, 920999)	46.0	80
9210	NZ_CP009617.1	(921000, 921099)	46.0	76
9211	NZ_CP009617.1	(921100, 921199)	48.0	49
9212	NZ_CP009617.1	(921200, 921299)	47.0	58
9213	NZ_CP009617.1	(921300, 921399)	51.0	59
9214	NZ_CP009617.1	(921400, 921499)	43.0	67
9215	NZ_CP009617.1	(921500, 921599)	48.0	50
9216	NZ_CP009617.1	(921600, 921699)	49.0	40
9217	NZ_CP009617.1	(921700, 921799)	46.0	55
9218	NZ_CP009617.1	(921800, 921899)	43.0	53
9219	NZ_CP009617.1	(921900, 921999)	51.0	53
9220	NZ_CP009617.1	(922000, 922099)	53.0	84
9221	NZ_CP009617.1	(922100, 922199)	46.0	85
9222	NZ_CP009617.1	(922200, 922299)	37.0	93
9223	NZ_CP009617.1	(922300, 922399)	39.0	100
9224	NZ_CP009617.1	(922400, 922499)	35.0	98
9225	NZ_CP009617.1	(922500, 922599)	48.0	85
9226	NZ_CP009617.1	(922600, 922699)	47.0	90
9227	NZ_CP009617.1	(922700, 922799)	50.0	78
9228	NZ_CP009617.1	(922800, 922899)	52.0	87
9229	NZ_CP009617.1	(922900, 922999)	50.0	73
9230	NZ_CP009617.1	(923000, 923099)	55.0	94
9231	NZ_CP009617.1	(923100, 923199)	54.0	89
9232	NZ_CP009617.1	(923200, 923299)	44.0	87
9233	NZ_CP009617.1	(923300, 923399)	50.0	95
9234	NZ_CP009617.1	(923400, 923499)	53.0	90
9235	NZ_CP009617.1	(923500, 923599)	42.0	98
9236	NZ_CP009617.1	(923600, 923699)	48.0	52
9237	NZ_CP009617.1	(923700, 923799)	44.0	6
9238	NZ_CP009617.1	(923800, 923899)	53.0	62
9239	NZ_CP009617.1	(923900, 923999)	44.0	81
9240	NZ_CP009617.1	(924000, 924099)	42.0	77
9241	NZ_CP009617.1	(924100, 924199)	42.0	73
9242	NZ_CP009617.1	(924200, 924299)	52.0	84
9243	NZ_CP009617.1	(924300, 924399)	52.0	69
9244	NZ_CP009617.1	(924400, 924499)	48.0	71
9245	NZ_CP009617.1	(924500, 924599)	52.0	78
9246	NZ_CP009617.1	(924600, 924699)	42.0	80
9247	NZ_CP009617.1	(924700, 924799)	43.0	68
9248	NZ_CP009617.1	(924800, 924899)	45.0	83
9249	NZ_CP009617.1	(924900, 924999)	50.0	75
9250	NZ_CP009617.1	(925000, 925099)	50.0	80
9251	NZ_CP009617.1	(925100, 925199)	44.0	92
9252	NZ_CP009617.1	(925200, 925299)	52.0	88
9253	NZ_CP009617.1	(925300, 925399)	42.0	83
9254	NZ_CP009617.1	(925400, 925499)	37.0	86
9255	NZ_CP009617.1	(925500, 925599)	53.0	72
9256	NZ_CP009617.1	(925600, 925699)	41.0	78
9257	NZ_CP009617.1	(925700, 925799)	36.0	114
9258	NZ_CP009617.1	(925800, 925899)	26.0	108
9259	NZ_CP009617.1	(925900, 925999)	35.0	79
9260	NZ_CP009617.1	(926000, 926099)	39.0	89
9261	NZ_CP009617.1	(926100, 926199)	40.0	88
9262	NZ_CP009617.1	(926200, 926299)	43.0	93
9263	NZ_CP009617.1	(926300, 926399)	46.0	65
9264	NZ_CP009617.1	(926400, 926499)	51.0	88
9265	NZ_CP009617.1	(926500, 926599)	45.0	96
9266	NZ_CP009617.1	(926600, 926699)	45.0	82
9267	NZ_CP009617.1	(926700, 926799)	48.0	71
9268	NZ_CP009617.1	(926800, 926899)	44.0	80
9269	NZ_CP009617.1	(926900, 926999)	45.0	85
9270	NZ_CP009617.1	(927000, 927099)	41.0	83
9271	NZ_CP009617.1	(927100, 927199)	44.0	85
9272	NZ_CP009617.1	(927200, 927299)	45.0	89
9273	NZ_CP009617.1	(927300, 927399)	47.0	76
9274	NZ_CP009617.1	(927400, 927499)	46.0	94
9275	NZ_CP009617.1	(927500, 927599)	42.0	105
9276	NZ_CP009617.1	(927600, 927699)	36.0	90
9277	NZ_CP009617.1	(927700, 927799)	43.0	97
9278	NZ_CP009617.1	(927800, 927899)	41.0	111
9279	NZ_CP009617.1	(927900, 927999)	40.0	108
9280	NZ_CP009617.1	(928000, 928099)	44.0	102
9281	NZ_CP009617.1	(928100, 928199)	40.0	108
9282	NZ_CP009617.1	(928200, 928299)	29.0	105
9283	NZ_CP009617.1	(928300, 928399)	49.0	92
9284	NZ_CP009617.1	(928400, 928499)	45.0	101
9285	NZ_CP009617.1	(928500, 928599)	58.0	80
9286	NZ_CP009617.1	(928600, 928699)	48.0	88
9287	NZ_CP009617.1	(928700, 928799)	52.0	88
9288	NZ_CP009617.1	(928800, 928899)	45.0	66
9289	NZ_CP009617.1	(928900, 928999)	48.0	90
9290	NZ_CP009617.1	(929000, 929099)	43.0	59
9291	NZ_CP009617.1	(929100, 929199)	46.0	89
9292	NZ_CP009617.1	(929200, 929299)	40.0	75
9293	NZ_CP009617.1	(929300, 929399)	43.0	70
9294	NZ_CP009617.1	(929400, 929499)	50.0	64
9295	NZ_CP009617.1	(929500, 929599)	43.0	77
9296	NZ_CP009617.1	(929600, 929699)	50.0	61
9297	NZ_CP009617.1	(929700, 929799)	47.0	59
9298	NZ_CP009617.1	(929800, 929899)	44.0	64
9299	NZ_CP009617.1	(929900, 929999)	38.0	62
9300	NZ_CP009617.1	(930000, 930099)	51.0	63
9301	NZ_CP009617.1	(930100, 930199)	48.0	76
9302	NZ_CP009617.1	(930200, 930299)	44.0	76
9303	NZ_CP009617.1	(930300, 930399)	47.0	90
9304	NZ_CP009617.1	(930400, 930499)	45.0	88
9305	NZ_CP009617.1	(930500, 930599)	37.0	88
9306	NZ_CP009617.1	(930600, 930699)	41.0	91
9307	NZ_CP009617.1	(930700, 930799)	54.0	97
9308	NZ_CP009617.1	(930800, 930899)	45.0	102
9309	NZ_CP009617.1	(930900, 930999)	51.0	101
9310	NZ_CP009617.1	(931000, 931099)	51.0	79
9311	NZ_CP009617.1	(931100, 931199)	52.0	81
9312	NZ_CP009617.1	(931200, 931299)	40.0	112
9313	NZ_CP009617.1	(931300, 931399)	47.0	77
9314	NZ_CP009617.1	(931400, 931499)	39.0	83
9315	NZ_CP009617.1	(931500, 931599)	52.0	71
9316	NZ_CP009617.1	(931600, 931699)	44.0	92
9317	NZ_CP009617.1	(931700, 931799)	37.0	70
9318	NZ_CP009617.1	(931800, 931899)	46.0	86
9319	NZ_CP009617.1	(931900, 931999)	43.0	97
9320	NZ_CP009617.1	(932000, 932099)	45.0	94
9321	NZ_CP009617.1	(932100, 932199)	50.0	92
9322	NZ_CP009617.1	(932200, 932299)	38.0	103
9323	NZ_CP009617.1	(932300, 932399)	38.0	89
9324	NZ_CP009617.1	(932400, 932499)	35.0	127
9325	NZ_CP009617.1	(932500, 932599)	41.0	87
9326	NZ_CP009617.1	(932600, 932699)	46.0	85
9327	NZ_CP009617.1	(932700, 932799)	45.0	95
9328	NZ_CP009617.1	(932800, 932899)	51.0	68
9329	NZ_CP009617.1	(932900, 932999)	39.0	75
9330	NZ_CP009617.1	(933000, 933099)	48.0	72
9331	NZ_CP009617.1	(933100, 933199)	51.0	56
9332	NZ_CP009617.1	(933200, 933299)	46.0	68
9333	NZ_CP009617.1	(933300, 933399)	53.0	63
9334	NZ_CP009617.1	(933400, 933499)	50.0	65
9335	NZ_CP009617.1	(933500, 933599)	46.0	57
9336	NZ_CP009617.1	(933600, 933699)	54.0	77
9337	NZ_CP009617.1	(933700, 933799)	52.0	80
9338	NZ_CP009617.1	(933800, 933899)	46.0	90
9339	NZ_CP009617.1	(933900, 933999)	41.0	71
9340	NZ_CP009617.1	(934000, 934099)	34.0	87
9341	NZ_CP009617.1	(934100, 934199)	39.0	72
9342	NZ_CP009617.1	(934200, 934299)	49.0	68
9343	NZ_CP009617.1	(934300, 934399)	49.0	53
9344	NZ_CP009617.1	(934400, 934499)	41.0	79
9345	NZ_CP009617.1	(934500, 934599)	49.0	67
9346	NZ_CP009617.1	(934600, 934699)	46.0	70
9347	NZ_CP009617.1	(934700, 934799)	46.0	67
9348	NZ_CP009617.1	(934800, 934899)	39.0	97
9349	NZ_CP009617.1	(934900, 934999)	38.0	83
9350	NZ_CP009617.1	(935000, 935099)	41.0	87
9351	NZ_CP009617.1	(935100, 935199)	51.0	82
9352	NZ_CP009617.1	(935200, 935299)	43.0	77
9353	NZ_CP009617.1	(935300, 935399)	46.0	75
9354	NZ_CP009617.1	(935400, 935499)	42.0	90
9355	NZ_CP009617.1	(935500, 935599)	52.0	83
9356	NZ_CP009617.1	(935600, 935699)	47.0	83
9357	NZ_CP009617.1	(935700, 935799)	50.0	86
9358	NZ_CP009617.1	(935800, 935899)	50.0	102
9359	NZ_CP009617.1	(935900, 935999)	40.0	91
9360	NZ_CP009617.1	(936000, 936099)	46.0	103
9361	NZ_CP009617.1	(936100, 936199)	47.0	104
9362	NZ_CP009617.1	(936200, 936299)	50.0	73
9363	NZ_CP009617.1	(936300, 936399)	54.0	96
9364	NZ_CP009617.1	(936400, 936499)	44.0	85
9365	NZ_CP009617.1	(936500, 936599)	43.0	64
9366	NZ_CP009617.1	(936600, 936699)	54.0	73
9367	NZ_CP009617.1	(936700, 936799)	46.0	61
9368	NZ_CP009617.1	(936800, 936899)	46.0	80
9369	NZ_CP009617.1	(936900, 936999)	48.0	77
9370	NZ_CP009617.1	(937000, 937099)	48.0	80
9371	NZ_CP009617.1	(937100, 937199)	44.0	86
9372	NZ_CP009617.1	(937200, 937299)	43.0	66
9373	NZ_CP009617.1	(937300, 937399)	43.0	98
9374	NZ_CP009617.1	(937400, 937499)	39.0	99
9375	NZ_CP009617.1	(937500, 937599)	38.0	94
9376	NZ_CP009617.1	(937600, 937699)	46.0	77
9377	NZ_CP009617.1	(937700, 937799)	52.0	95
9378	NZ_CP009617.1	(937800, 937899)	37.0	104
9379	NZ_CP009617.1	(937900, 937999)	46.0	79
9380	NZ_CP009617.1	(938000, 938099)	47.0	76
9381	NZ_CP009617.1	(938100, 938199)	47.0	80
9382	NZ_CP009617.1	(938200, 938299)	30.0	120
9383	NZ_CP009617.1	(938300, 938399)	37.0	90
9384	NZ_CP009617.1	(938400, 938499)	20.0	81
9385	NZ_CP009617.1	(938500, 938599)	33.0	91
9386	NZ_CP009617.1	(938600, 938699)	40.0	78
9387	NZ_CP009617.1	(938700, 938799)	37.0	81
9388	NZ_CP009617.1	(938800, 938899)	50.0	60
9389	NZ_CP009617.1	(938900, 938999)	51.0	76
9390	NZ_CP009617.1	(939000, 939099)	51.0	62
9391	NZ_CP009617.1	(939100, 939199)	48.0	86
9392	NZ_CP009617.1	(939200, 939299)	51.0	86
9393	NZ_CP009617.1	(939300, 939399)	48.0	79
9394	NZ_CP009617.1	(939400, 939499)	50.0	67
9395	NZ_CP009617.1	(939500, 939599)	51.0	81
9396	NZ_CP009617.1	(939600, 939699)	45.0	77
9397	NZ_CP009617.1	(939700, 939799)	49.0	84
9398	NZ_CP009617.1	(939800, 939899)	45.0	85
9399	NZ_CP009617.1	(939900, 939999)	53.0	79
9400	NZ_CP009617.1	(940000, 940099)	52.0	76
9401	NZ_CP009617.1	(940100, 940199)	44.0	100
9402	NZ_CP009617.1	(940200, 940299)	40.0	101
9403	NZ_CP009617.1	(940300, 940399)	32.0	89
9404	NZ_CP009617.1	(940400, 940499)	54.0	101
9405	NZ_CP009617.1	(940500, 940599)	44.0	70
9406	NZ_CP009617.1	(940600, 940699)	54.0	69
9407	NZ_CP009617.1	(940700, 940799)	44.0	83
9408	NZ_CP009617.1	(940800, 940899)	39.0	59
9409	NZ_CP009617.1	(940900, 940999)	47.0	51
9410	NZ_CP009617.1	(941000, 941099)	48.0	77
9411	NZ_CP009617.1	(941100, 941199)	45.0	79
9412	NZ_CP009617.1	(941200, 941299)	44.0	72
9413	NZ_CP009617.1	(941300, 941399)	45.0	55
9414	NZ_CP009617.1	(941400, 941499)	53.0	65
9415	NZ_CP009617.1	(941500, 941599)	52.0	60
9416	NZ_CP009617.1	(941600, 941699)	41.0	80
9417	NZ_CP009617.1	(941700, 941799)	46.0	72
9418	NZ_CP009617.1	(941800, 941899)	46.0	58
9419	NZ_CP009617.1	(941900, 941999)	46.0	70
9420	NZ_CP009617.1	(942000, 942099)	46.0	66
9421	NZ_CP009617.1	(942100, 942199)	46.0	70
9422	NZ_CP009617.1	(942200, 942299)	51.0	74
9423	NZ_CP009617.1	(942300, 942399)	48.0	75
9424	NZ_CP009617.1	(942400, 942499)	48.0	88
9425	NZ_CP009617.1	(942500, 942599)	36.0	96
9426	NZ_CP009617.1	(942600, 942699)	33.0	118
9427	NZ_CP009617.1	(942700, 942799)	27.0	119
9428	NZ_CP009617.1	(942800, 942899)	29.0	83
9429	NZ_CP009617.1	(942900, 942999)	29.0	87
9430	NZ_CP009617.1	(943000, 943099)	48.0	95
9431	NZ_CP009617.1	(943100, 943199)	45.0	84
9432	NZ_CP009617.1	(943200, 943299)	49.0	79
9433	NZ_CP009617.1	(943300, 943399)	43.0	76
9434	NZ_CP009617.1	(943400, 943499)	43.0	91
9435	NZ_CP009617.1	(943500, 943599)	36.0	74
9436	NZ_CP009617.1	(943600, 943699)	33.0	71
9437	NZ_CP009617.1	(943700, 943799)	44.0	65
9438	NZ_CP009617.1	(943800, 943899)	51.0	58
9439	NZ_CP009617.1	(943900, 943999)	46.0	64
9440	NZ_CP009617.1	(944000, 944099)	47.0	67
9441	NZ_CP009617.1	(944100, 944199)	46.0	74
9442	NZ_CP009617.1	(944200, 944299)	53.0	72
9443	NZ_CP009617.1	(944300, 944399)	47.0	60
9444	NZ_CP009617.1	(944400, 944499)	45.0	63
9445	NZ_CP009617.1	(944500, 944599)	46.0	87
9446	NZ_CP009617.1	(944600, 944699)	46.0	70
9447	NZ_CP009617.1	(944700, 944799)	42.0	96
9448	NZ_CP009617.1	(944800, 944899)	42.0	74
9449	NZ_CP009617.1	(944900, 944999)	46.0	78
9450	NZ_CP009617.1	(945000, 945099)	48.0	71
9451	NZ_CP009617.1	(945100, 945199)	48.0	80
9452	NZ_CP009617.1	(945200, 945299)	45.0	68
9453	NZ_CP009617.1	(945300, 945399)	49.0	64
9454	NZ_CP009617.1	(945400, 945499)	52.0	54
9455	NZ_CP009617.1	(945500, 945599)	51.0	73
9456	NZ_CP009617.1	(945600, 945699)	49.0	71
9457	NZ_CP009617.1	(945700, 945799)	51.0	84
9458	NZ_CP009617.1	(945800, 945899)	49.0	64
9459	NZ_CP009617.1	(945900, 945999)	46.0	67
9460	NZ_CP009617.1	(946000, 946099)	50.0	79
9461	NZ_CP009617.1	(946100, 946199)	51.0	66
9462	NZ_CP009617.1	(946200, 946299)	52.0	76
9463	NZ_CP009617.1	(946300, 946399)	48.0	81
9464	NZ_CP009617.1	(946400, 946499)	31.0	79
9465	NZ_CP009617.1	(946500, 946599)	33.0	91
9466	NZ_CP009617.1	(946600, 946699)	37.0	75
9467	NZ_CP009617.1	(946700, 946799)	42.0	79
9468	NZ_CP009617.1	(946800, 946899)	45.0	85
9469	NZ_CP009617.1	(946900, 946999)	58.0	55
9470	NZ_CP009617.1	(947000, 947099)	44.0	76
9471	NZ_CP009617.1	(947100, 947199)	44.0	80
