REFID,window,GC,hits
NZ_CP009617.1,"(1932700, 1932799)",56.0,0
NZ_CP009617.1,"(1932800, 1932899)",43.0,0
NZ_CP009617.1,"(1932900, 1932999)",56.0,0
NZ_CP009617.1,"(1933000, 1933099)",52.0,0
NZ_CP009617.1,"(1933100, 1933199)",49.0,0
NZ_CP009617.1,"(1933200, 1933299)",56.0,2
NZ_CP009617.1,"(1933300, 1933399)",51.0,0
NZ_CP009617.1,"(1933400, 1933499)",51.0,0
NZ_CP009617.1,"(1933500, 1933599)",52.0,0
NZ_CP009617.1,"(1933600, 1933699)",43.0,0
NZ_CP009617.1,"(1933700, 1933799)",55.0,0
NZ_CP009617.1,"(1933800, 1933899)",45.0,0
NZ_CP009617.1,"(1933900, 1933999)",52.0,0
NZ_CP009617.1,"(1934000, 1934099)",49.0,0
NZ_CP009617.1,"(1934100, 1934199)",49.0,0
NZ_CP009617.1,"(1934200, 1934299)",43.0,0
NZ_CP009617.1,"(1934300, 1934399)",39.0,0
NZ_CP009617.1,"(1934400, 1934499)",40.0,121
NZ_CP009617.1,"(1934500, 1934599)",31.0,74
NZ_CP009617.1,"(1934600, 1934699)",41.0,64
NZ_CP009617.1,"(1934700, 1934799)",46.0,72
NZ_CP009617.1,"(1934800, 1934899)",52.0,67
NZ_CP009617.1,"(1934900, 1934999)",49.0,79
NZ_CP009617.1,"(1935000, 1935099)",52.0,63
NZ_CP009617.1,"(1935100, 1935199)",46.0,81
NZ_CP009617.1,"(1935200, 1935299)",55.0,94
NZ_CP009617.1,"(1935300, 1935399)",46.0,77
NZ_CP009617.1,"(1935400, 1935499)",52.0,91
NZ_CP009617.1,"(1935500, 1935599)",56.0,87
NZ_CP009617.1,"(1935600, 1935699)",43.0,78
NZ_CP009617.1,"(1935700, 1935799)",51.0,71
NZ_CP009617.1,"(1935800, 1935899)",51.0,75
NZ_CP009617.1,"(1935900, 1935999)",44.0,72
NZ_CP009617.1,"(1936000, 1936099)",51.0,90
NZ_CP009617.1,"(1936100, 1936199)",45.0,63
NZ_CP009617.1,"(1936200, 1936299)",46.0,44
NZ_CP009617.1,"(1936300, 1936399)",45.0,62
NZ_CP009617.1,"(1936400, 1936499)",51.0,62
NZ_CP009617.1,"(1936500, 1936599)",39.0,69
NZ_CP009617.1,"(1936600, 1936699)",46.0,71
NZ_CP009617.1,"(1936700, 1936799)",47.0,57
NZ_CP009617.1,"(1936800, 1936899)",48.0,82
NZ_CP009617.1,"(1936900, 1936999)",36.0,95
NZ_CP009617.1,"(1937000, 1937099)",49.0,59
NZ_CP009617.1,"(1937100, 1937199)",46.0,97
NZ_CP009617.1,"(1937200, 1937299)",53.0,68
NZ_CP009617.1,"(1937300, 1937399)",56.0,81
NZ_CP009617.1,"(1937400, 1937499)",46.0,75
NZ_CP009617.1,"(1937500, 1937599)",44.0,71
NZ_CP009617.1,"(1937600, 1937699)",48.0,58
NZ_CP009617.1,"(1937700, 1937799)",55.0,76
NZ_CP009617.1,"(1937800, 1937899)",43.0,59
NZ_CP009617.1,"(1937900, 1937999)",53.0,46
NZ_CP009617.1,"(1938000, 1938099)",48.0,82
NZ_CP009617.1,"(1938100, 1938199)",49.0,67
NZ_CP009617.1,"(1938200, 1938299)",44.0,101
NZ_CP009617.1,"(1938300, 1938399)",43.0,66
NZ_CP009617.1,"(1938400, 1938499)",37.0,71
NZ_CP009617.1,"(1938500, 1938599)",48.0,81
NZ_CP009617.1,"(1938600, 1938699)",49.0,75
NZ_CP009617.1,"(1938700, 1938799)",43.0,68
NZ_CP009617.1,"(1938800, 1938899)",43.0,57
NZ_CP009617.1,"(1938900, 1938999)",50.0,51
NZ_CP009617.1,"(1939000, 1939099)",44.0,66
NZ_CP009617.1,"(1939100, 1939199)",46.0,76
NZ_CP009617.1,"(1939200, 1939299)",50.0,52
NZ_CP009617.1,"(1939300, 1939399)",45.0,64
NZ_CP009617.1,"(1939400, 1939499)",46.0,66
NZ_CP009617.1,"(1939500, 1939599)",42.0,71
NZ_CP009617.1,"(1939600, 1939699)",43.0,76
NZ_CP009617.1,"(1939700, 1939799)",48.0,61
NZ_CP009617.1,"(1939800, 1939899)",53.0,60
NZ_CP009617.1,"(1939900, 1939999)",50.0,62
NZ_CP009617.1,"(1940000, 1940099)",49.0,50
NZ_CP009617.1,"(1940100, 1940199)",51.0,65
NZ_CP009617.1,"(1940200, 1940299)",51.0,72
NZ_CP009617.1,"(1940300, 1940399)",50.0,68
NZ_CP009617.1,"(1940400, 1940499)",47.0,66
NZ_CP009617.1,"(1940500, 1940599)",45.0,84
NZ_CP009617.1,"(1940600, 1940699)",49.0,66
NZ_CP009617.1,"(1940700, 1940799)",45.0,70
NZ_CP009617.1,"(1940800, 1940899)",43.0,79
NZ_CP009617.1,"(1940900, 1940999)",48.0,59
NZ_CP009617.1,"(1941000, 1941099)",43.0,67
NZ_CP009617.1,"(1941100, 1941199)",47.0,77
NZ_CP009617.1,"(1941200, 1941299)",38.0,74
NZ_CP009617.1,"(1941300, 1941399)",48.0,62
NZ_CP009617.1,"(1941400, 1941499)",42.0,62
NZ_CP009617.1,"(1941500, 1941599)",45.0,47
NZ_CP009617.1,"(1941600, 1941699)",48.0,59
NZ_CP009617.1,"(1941700, 1941799)",40.0,81
NZ_CP009617.1,"(1941800, 1941899)",43.0,62
NZ_CP009617.1,"(1941900, 1941999)",45.0,50
NZ_CP009617.1,"(1942000, 1942099)",53.0,71
NZ_CP009617.1,"(1942100, 1942199)",44.0,69
NZ_CP009617.1,"(1942200, 1942299)",49.0,66
NZ_CP009617.1,"(1942300, 1942399)",46.0,81
NZ_CP009617.1,"(1942400, 1942499)",37.0,79
NZ_CP009617.1,"(1942500, 1942599)",45.0,78
NZ_CP009617.1,"(1942600, 1942699)",53.0,62
NZ_CP009617.1,"(1942700, 1942799)",52.0,80
NZ_CP009617.1,"(1942800, 1942899)",45.0,61
NZ_CP009617.1,"(1942900, 1942999)",44.0,101
NZ_CP009617.1,"(1943000, 1943099)",40.0,74
NZ_CP009617.1,"(1943100, 1943199)",50.0,70
NZ_CP009617.1,"(1943200, 1943299)",45.0,81
NZ_CP009617.1,"(1943300, 1943399)",47.0,69
NZ_CP009617.1,"(1943400, 1943499)",55.0,66
NZ_CP009617.1,"(1943500, 1943599)",47.0,77
NZ_CP009617.1,"(1943600, 1943699)",45.0,56
NZ_CP009617.1,"(1943700, 1943799)",46.0,76
NZ_CP009617.1,"(1943800, 1943899)",44.0,68
NZ_CP009617.1,"(1943900, 1943999)",46.0,59
NZ_CP009617.1,"(1944000, 1944099)",47.0,56
NZ_CP009617.1,"(1944100, 1944199)",43.0,55
NZ_CP009617.1,"(1944200, 1944299)",49.0,49
NZ_CP009617.1,"(1944300, 1944399)",51.0,43
NZ_CP009617.1,"(1944400, 1944499)",46.0,62
NZ_CP009617.1,"(1944500, 1944599)",50.0,60
NZ_CP009617.1,"(1944600, 1944699)",48.0,63
NZ_CP009617.1,"(1944700, 1944799)",46.0,47
NZ_CP009617.1,"(1944800, 1944899)",50.0,63
NZ_CP009617.1,"(1944900, 1944999)",42.0,79
NZ_CP009617.1,"(1945000, 1945099)",44.0,57
NZ_CP009617.1,"(1945100, 1945199)",53.0,58
NZ_CP009617.1,"(1945200, 1945299)",52.0,55
NZ_CP009617.1,"(1945300, 1945399)",50.0,52
NZ_CP009617.1,"(1945400, 1945499)",44.0,64
NZ_CP009617.1,"(1945500, 1945599)",48.0,56
NZ_CP009617.1,"(1945600, 1945699)",45.0,44
NZ_CP009617.1,"(1945700, 1945799)",51.0,66
NZ_CP009617.1,"(1945800, 1945899)",51.0,55
NZ_CP009617.1,"(1945900, 1945999)",53.0,62
NZ_CP009617.1,"(1946000, 1946099)",53.0,76
NZ_CP009617.1,"(1946100, 1946199)",55.0,78
NZ_CP009617.1,"(1946200, 1946299)",45.0,72
NZ_CP009617.1,"(1946300, 1946399)",55.0,73
NZ_CP009617.1,"(1946400, 1946499)",47.0,65
NZ_CP009617.1,"(1946500, 1946599)",47.0,76
NZ_CP009617.1,"(1946600, 1946699)",47.0,56
NZ_CP009617.1,"(1946700, 1946799)",56.0,69
NZ_CP009617.1,"(1946800, 1946899)",40.0,75
NZ_CP009617.1,"(1946900, 1946999)",46.0,62
NZ_CP009617.1,"(1947000, 1947099)",47.0,68
NZ_CP009617.1,"(1947100, 1947199)",50.0,58
NZ_CP009617.1,"(1947200, 1947299)",51.0,49
NZ_CP009617.1,"(1947300, 1947399)",51.0,53
NZ_CP009617.1,"(1947400, 1947499)",55.0,43
NZ_CP009617.1,"(1947500, 1947599)",51.0,63
NZ_CP009617.1,"(1947600, 1947699)",42.0,82
NZ_CP009617.1,"(1947700, 1947799)",51.0,86
NZ_CP009617.1,"(1947800, 1947899)",54.0,62
NZ_CP009617.1,"(1947900, 1947999)",50.0,70
NZ_CP009617.1,"(1948000, 1948099)",51.0,74
NZ_CP009617.1,"(1948100, 1948199)",57.0,75
NZ_CP009617.1,"(1948200, 1948299)",44.0,90
NZ_CP009617.1,"(1948300, 1948399)",32.0,77
NZ_CP009617.1,"(1948400, 1948499)",41.0,76
NZ_CP009617.1,"(1948500, 1948599)",49.0,64
NZ_CP009617.1,"(1948600, 1948699)",50.0,59
NZ_CP009617.1,"(1948700, 1948799)",54.0,50
NZ_CP009617.1,"(1948800, 1948899)",50.0,31
NZ_CP009617.1,"(1948900, 1948999)",44.0,3
NZ_CP009617.1,"(1949000, 1949099)",46.0,114
NZ_CP009617.1,"(1949100, 1949199)",52.0,53
NZ_CP009617.1,"(1949200, 1949299)",47.0,72
NZ_CP009617.1,"(1949300, 1949399)",49.0,74
NZ_CP009617.1,"(1949400, 1949499)",44.0,37
NZ_CP009617.1,"(1949500, 1949599)",42.0,30
NZ_CP009617.1,"(1949600, 1949699)",47.0,92
NZ_CP009617.1,"(1949700, 1949799)",40.0,66
NZ_CP009617.1,"(1949800, 1949899)",46.0,38
NZ_CP009617.1,"(1949900, 1949999)",46.0,97
NZ_CP009617.1,"(1950000, 1950099)",49.0,5
NZ_CP009617.1,"(1950100, 1950199)",51.0,84
NZ_CP009617.1,"(1950200, 1950299)",39.0,73
NZ_CP009617.1,"(1950300, 1950399)",47.0,65
NZ_CP009617.1,"(1950400, 1950499)",44.0,58
NZ_CP009617.1,"(1950500, 1950599)",41.0,72
NZ_CP009617.1,"(1950600, 1950699)",47.0,52
NZ_CP009617.1,"(1950700, 1950799)",44.0,53
NZ_CP009617.1,"(1950800, 1950899)",50.0,49
NZ_CP009617.1,"(1950900, 1950999)",45.0,82
NZ_CP009617.1,"(1951000, 1951099)",48.0,63
NZ_CP009617.1,"(1951100, 1951199)",46.0,76
NZ_CP009617.1,"(1951200, 1951299)",48.0,71
NZ_CP009617.1,"(1951300, 1951399)",48.0,67
NZ_CP009617.1,"(1951400, 1951499)",47.0,52
NZ_CP009617.1,"(1951500, 1951599)",40.0,55
NZ_CP009617.1,"(1951600, 1951699)",48.0,82
NZ_CP009617.1,"(1951700, 1951799)",47.0,80
NZ_CP009617.1,"(1951800, 1951899)",43.0,28
NZ_CP009617.1,"(1951900, 1951999)",49.0,64
NZ_CP009617.1,"(1952000, 1952099)",48.0,1
NZ_CP009617.1,"(1952100, 1952199)",46.0,88
NZ_CP009617.1,"(1952200, 1952299)",50.0,62
NZ_CP009617.1,"(1952300, 1952399)",44.0,67
NZ_CP009617.1,"(1952400, 1952499)",41.0,24
NZ_CP009617.1,"(1952500, 1952599)",41.0,38
NZ_CP009617.1,"(1952600, 1952699)",40.0,98
NZ_CP009617.1,"(1952700, 1952799)",40.0,87
NZ_CP009617.1,"(1952800, 1952899)",47.0,62
NZ_CP009617.1,"(1952900, 1952999)",43.0,67
NZ_CP009617.1,"(1953000, 1953099)",48.0,35
NZ_CP009617.1,"(1953100, 1953199)",53.0,92
NZ_CP009617.1,"(1953200, 1953299)",39.0,80
NZ_CP009617.1,"(1953300, 1953399)",41.0,72
NZ_CP009617.1,"(1953400, 1953499)",44.0,75
NZ_CP009617.1,"(1953500, 1953599)",46.0,84
NZ_CP009617.1,"(1953600, 1953699)",44.0,79
NZ_CP009617.1,"(1953700, 1953799)",46.0,81
NZ_CP009617.1,"(1953800, 1953899)",46.0,64
NZ_CP009617.1,"(1953900, 1953999)",45.0,75
NZ_CP009617.1,"(1954000, 1954099)",50.0,68
NZ_CP009617.1,"(1954100, 1954199)",35.0,71
NZ_CP009617.1,"(1954200, 1954299)",47.0,51
NZ_CP009617.1,"(1954300, 1954399)",49.0,74
NZ_CP009617.1,"(1954400, 1954499)",46.0,95
NZ_CP009617.1,"(1954500, 1954599)",51.0,69
NZ_CP009617.1,"(1954600, 1954699)",40.0,66
NZ_CP009617.1,"(1954700, 1954799)",42.0,70
NZ_CP009617.1,"(1954800, 1954899)",44.0,72
NZ_CP009617.1,"(1954900, 1954999)",53.0,74
NZ_CP009617.1,"(1955000, 1955099)",49.0,76
NZ_CP009617.1,"(1955100, 1955199)",54.0,54
NZ_CP009617.1,"(1955200, 1955299)",41.0,100
NZ_CP009617.1,"(1955300, 1955399)",43.0,84
NZ_CP009617.1,"(1955400, 1955499)",43.0,82
NZ_CP009617.1,"(1955500, 1955599)",41.0,105
NZ_CP009617.1,"(1955600, 1955699)",38.0,111
NZ_CP009617.1,"(1955700, 1955799)",51.0,89
NZ_CP009617.1,"(1955800, 1955899)",43.0,105
NZ_CP009617.1,"(1955900, 1955999)",43.0,91
NZ_CP009617.1,"(1956000, 1956099)",32.0,84
NZ_CP009617.1,"(1956100, 1956199)",38.0,110
NZ_CP009617.1,"(1956200, 1956299)",27.0,117
NZ_CP009617.1,"(1956300, 1956399)",23.0,105
NZ_CP009617.1,"(1956400, 1956499)",41.0,95
NZ_CP009617.1,"(1956500, 1956599)",44.0,112
NZ_CP009617.1,"(1956600, 1956699)",43.0,97
NZ_CP009617.1,"(1956700, 1956799)",44.0,85
NZ_CP009617.1,"(1956800, 1956899)",45.0,80
NZ_CP009617.1,"(1956900, 1956999)",43.0,88
NZ_CP009617.1,"(1957000, 1957099)",51.0,80
NZ_CP009617.1,"(1957100, 1957199)",42.0,92
NZ_CP009617.1,"(1957200, 1957299)",55.0,59
NZ_CP009617.1,"(1957300, 1957399)",47.0,75
NZ_CP009617.1,"(1957400, 1957499)",48.0,81
NZ_CP009617.1,"(1957500, 1957599)",38.0,53
NZ_CP009617.1,"(1957600, 1957699)",50.0,58
NZ_CP009617.1,"(1957700, 1957799)",53.0,52
NZ_CP009617.1,"(1957800, 1957899)",50.0,61
NZ_CP009617.1,"(1957900, 1957999)",49.0,62
NZ_CP009617.1,"(1958000, 1958099)",43.0,63
NZ_CP009617.1,"(1958100, 1958199)",48.0,57
NZ_CP009617.1,"(1958200, 1958299)",47.0,67
NZ_CP009617.1,"(1958300, 1958399)",42.0,64
NZ_CP009617.1,"(1958400, 1958499)",45.0,55
NZ_CP009617.1,"(1958500, 1958599)",45.0,58
NZ_CP009617.1,"(1958600, 1958699)",45.0,85
NZ_CP009617.1,"(1958700, 1958799)",48.0,67
NZ_CP009617.1,"(1958800, 1958899)",46.0,57
NZ_CP009617.1,"(1958900, 1958999)",46.0,77
NZ_CP009617.1,"(1959000, 1959099)",50.0,62
NZ_CP009617.1,"(1959100, 1959199)",51.0,53
NZ_CP009617.1,"(1959200, 1959299)",45.0,76
NZ_CP009617.1,"(1959300, 1959399)",47.0,67
NZ_CP009617.1,"(1959400, 1959499)",50.0,50
NZ_CP009617.1,"(1959500, 1959599)",51.0,43
NZ_CP009617.1,"(1959600, 1959699)",60.0,44
NZ_CP009617.1,"(1959700, 1959799)",50.0,58
NZ_CP009617.1,"(1959800, 1959899)",52.0,62
NZ_CP009617.1,"(1959900, 1959999)",50.0,41
NZ_CP009617.1,"(1960000, 1960099)",47.0,65
NZ_CP009617.1,"(1960100, 1960199)",46.0,69
NZ_CP009617.1,"(1960200, 1960299)",53.0,49
NZ_CP009617.1,"(1960300, 1960399)",45.0,68
NZ_CP009617.1,"(1960400, 1960499)",51.0,61
NZ_CP009617.1,"(1960500, 1960599)",58.0,62
NZ_CP009617.1,"(1960600, 1960699)",51.0,65
NZ_CP009617.1,"(1960700, 1960799)",54.0,60
NZ_CP009617.1,"(1960800, 1960899)",49.0,57
NZ_CP009617.1,"(1960900, 1960999)",47.0,67
NZ_CP009617.1,"(1961000, 1961099)",44.0,44
NZ_CP009617.1,"(1961100, 1961199)",51.0,60
NZ_CP009617.1,"(1961200, 1961299)",44.0,64
NZ_CP009617.1,"(1961300, 1961399)",45.0,60
NZ_CP009617.1,"(1961400, 1961499)",44.0,46
NZ_CP009617.1,"(1961500, 1961599)",57.0,45
NZ_CP009617.1,"(1961600, 1961699)",50.0,63
NZ_CP009617.1,"(1961700, 1961799)",44.0,49
NZ_CP009617.1,"(1961800, 1961899)",46.0,56
NZ_CP009617.1,"(1961900, 1961999)",54.0,57
NZ_CP009617.1,"(1962000, 1962099)",50.0,64
NZ_CP009617.1,"(1962100, 1962199)",42.0,54
NZ_CP009617.1,"(1962200, 1962299)",46.0,58
NZ_CP009617.1,"(1962300, 1962399)",49.0,76
NZ_CP009617.1,"(1962400, 1962499)",49.0,62
NZ_CP009617.1,"(1962500, 1962599)",44.0,69
NZ_CP009617.1,"(1962600, 1962699)",53.0,54
NZ_CP009617.1,"(1962700, 1962799)",50.0,56
NZ_CP009617.1,"(1962800, 1962899)",49.0,49
NZ_CP009617.1,"(1962900, 1962999)",45.0,51
NZ_CP009617.1,"(1963000, 1963099)",51.0,55
NZ_CP009617.1,"(1963100, 1963199)",47.0,77
NZ_CP009617.1,"(1963200, 1963299)",50.0,63
NZ_CP009617.1,"(1963300, 1963399)",51.0,53
NZ_CP009617.1,"(1963400, 1963499)",51.0,77
NZ_CP009617.1,"(1963500, 1963599)",49.0,76
NZ_CP009617.1,"(1963600, 1963699)",54.0,69
NZ_CP009617.1,"(1963700, 1963799)",43.0,93
NZ_CP009617.1,"(1963800, 1963899)",46.0,96
NZ_CP009617.1,"(1963900, 1963999)",47.0,71
NZ_CP009617.1,"(1964000, 1964099)",48.0,67
NZ_CP009617.1,"(1964100, 1964199)",45.0,84
NZ_CP009617.1,"(1964200, 1964299)",44.0,84
NZ_CP009617.1,"(1964300, 1964399)",47.0,51
NZ_CP009617.1,"(1964400, 1964499)",51.0,48
NZ_CP009617.1,"(1964500, 1964599)",50.0,76
NZ_CP009617.1,"(1964600, 1964699)",47.0,63
NZ_CP009617.1,"(1964700, 1964799)",52.0,79
NZ_CP009617.1,"(1964800, 1964899)",50.0,76
NZ_CP009617.1,"(1964900, 1964999)",44.0,79
NZ_CP009617.1,"(1965000, 1965099)",50.0,79
NZ_CP009617.1,"(1965100, 1965199)",27.0,108
NZ_CP009617.1,"(1965200, 1965299)",42.0,80
NZ_CP009617.1,"(1965300, 1965399)",44.0,65
NZ_CP009617.1,"(1965400, 1965499)",45.0,84
NZ_CP009617.1,"(1965500, 1965599)",52.0,74
NZ_CP009617.1,"(1965600, 1965699)",46.0,72
NZ_CP009617.1,"(1965700, 1965799)",51.0,72
NZ_CP009617.1,"(1965800, 1965899)",47.0,83
NZ_CP009617.1,"(1965900, 1965999)",43.0,64
NZ_CP009617.1,"(1966000, 1966099)",48.0,92
NZ_CP009617.1,"(1966100, 1966199)",48.0,77
NZ_CP009617.1,"(1966200, 1966299)",49.0,76
NZ_CP009617.1,"(1966300, 1966399)",49.0,83
NZ_CP009617.1,"(1966400, 1966499)",42.0,94
NZ_CP009617.1,"(1966500, 1966599)",47.0,69
NZ_CP009617.1,"(1966600, 1966699)",54.0,90
NZ_CP009617.1,"(1966700, 1966799)",52.0,78
NZ_CP009617.1,"(1966800, 1966899)",57.0,87
NZ_CP009617.1,"(1966900, 1966999)",51.0,67
NZ_CP009617.1,"(1967000, 1967099)",34.0,95
NZ_CP009617.1,"(1967100, 1967199)",45.0,87
NZ_CP009617.1,"(1967200, 1967299)",51.0,84
NZ_CP009617.1,"(1967300, 1967399)",46.0,70
NZ_CP009617.1,"(1967400, 1967499)",50.0,70
NZ_CP009617.1,"(1967500, 1967599)",48.0,64
NZ_CP009617.1,"(1967600, 1967699)",46.0,78
NZ_CP009617.1,"(1967700, 1967799)",48.0,75
NZ_CP009617.1,"(1967800, 1967899)",50.0,65
NZ_CP009617.1,"(1967900, 1967999)",41.0,62
NZ_CP009617.1,"(1968000, 1968099)",46.0,58
NZ_CP009617.1,"(1968100, 1968199)",50.0,78
NZ_CP009617.1,"(1968200, 1968299)",50.0,83
NZ_CP009617.1,"(1968300, 1968399)",52.0,62
NZ_CP009617.1,"(1968400, 1968499)",45.0,41
NZ_CP009617.1,"(1968500, 1968599)",50.0,68
NZ_CP009617.1,"(1968600, 1968699)",49.0,78
NZ_CP009617.1,"(1968700, 1968799)",40.0,84
NZ_CP009617.1,"(1968800, 1968899)",48.0,99
NZ_CP009617.1,"(1968900, 1968999)",46.0,70
NZ_CP009617.1,"(1969000, 1969099)",60.0,67
NZ_CP009617.1,"(1969100, 1969199)",52.0,88
NZ_CP009617.1,"(1969200, 1969299)",55.0,80
NZ_CP009617.1,"(1969300, 1969399)",48.0,89
NZ_CP009617.1,"(1969400, 1969499)",56.0,48
NZ_CP009617.1,"(1969500, 1969599)",47.0,47
NZ_CP009617.1,"(1969600, 1969699)",45.0,64
NZ_CP009617.1,"(1969700, 1969799)",51.0,41
NZ_CP009617.1,"(1969800, 1969899)",49.0,46
NZ_CP009617.1,"(1969900, 1969999)",46.0,61
NZ_CP009617.1,"(1970000, 1970099)",53.0,62
NZ_CP009617.1,"(1970100, 1970199)",58.0,50
NZ_CP009617.1,"(1970200, 1970299)",47.0,48
NZ_CP009617.1,"(1970300, 1970399)",51.0,74
NZ_CP009617.1,"(1970400, 1970499)",48.0,77
NZ_CP009617.1,"(1970500, 1970599)",50.0,41
NZ_CP009617.1,"(1970600, 1970699)",49.0,68
NZ_CP009617.1,"(1970700, 1970799)",50.0,86
NZ_CP009617.1,"(1970800, 1970899)",51.0,69
NZ_CP009617.1,"(1970900, 1970999)",46.0,78
NZ_CP009617.1,"(1971000, 1971099)",56.0,71
NZ_CP009617.1,"(1971100, 1971199)",39.0,77
NZ_CP009617.1,"(1971200, 1971299)",54.0,67
NZ_CP009617.1,"(1971300, 1971399)",50.0,84
NZ_CP009617.1,"(1971400, 1971499)",54.0,79
NZ_CP009617.1,"(1971500, 1971599)",46.0,63
NZ_CP009617.1,"(1971600, 1971699)",54.0,58
NZ_CP009617.1,"(1971700, 1971799)",49.0,65
NZ_CP009617.1,"(1971800, 1971899)",51.0,59
NZ_CP009617.1,"(1971900, 1971999)",62.0,68
NZ_CP009617.1,"(1972000, 1972099)",48.0,73
NZ_CP009617.1,"(1972100, 1972199)",54.0,59
NZ_CP009617.1,"(1972200, 1972299)",53.0,67
NZ_CP009617.1,"(1972300, 1972399)",53.0,62
NZ_CP009617.1,"(1972400, 1972499)",47.0,83
NZ_CP009617.1,"(1972500, 1972599)",50.0,88
NZ_CP009617.1,"(1972600, 1972699)",48.0,70
NZ_CP009617.1,"(1972700, 1972799)",52.0,71
NZ_CP009617.1,"(1972800, 1972899)",51.0,80
NZ_CP009617.1,"(1972900, 1972999)",47.0,80
NZ_CP009617.1,"(1973000, 1973099)",44.0,91
NZ_CP009617.1,"(1973100, 1973199)",43.0,67
NZ_CP009617.1,"(1973200, 1973299)",46.0,66
NZ_CP009617.1,"(1973300, 1973399)",50.0,70
NZ_CP009617.1,"(1973400, 1973499)",46.0,70
NZ_CP009617.1,"(1973500, 1973599)",49.0,85
NZ_CP009617.1,"(1973600, 1973699)",46.0,81
NZ_CP009617.1,"(1973700, 1973799)",49.0,81
NZ_CP009617.1,"(1973800, 1973899)",47.0,75
NZ_CP009617.1,"(1973900, 1973999)",52.0,77
NZ_CP009617.1,"(1974000, 1974099)",47.0,90
NZ_CP009617.1,"(1974100, 1974199)",38.0,92
NZ_CP009617.1,"(1974200, 1974299)",28.0,96
NZ_CP009617.1,"(1974300, 1974399)",31.0,101
NZ_CP009617.1,"(1974400, 1974499)",34.0,76
NZ_CP009617.1,"(1974500, 1974599)",38.0,99
NZ_CP009617.1,"(1974600, 1974699)",47.0,70
NZ_CP009617.1,"(1974700, 1974799)",50.0,14
NZ_CP009617.1,"(1974800, 1974899)",53.0,50
NZ_CP009617.1,"(1974900, 1974999)",45.0,56
NZ_CP009617.1,"(1975000, 1975099)",54.0,54
NZ_CP009617.1,"(1975100, 1975199)",48.0,61
NZ_CP009617.1,"(1975200, 1975299)",53.0,52
NZ_CP009617.1,"(1975300, 1975399)",46.0,70
NZ_CP009617.1,"(1975400, 1975499)",52.0,49
NZ_CP009617.1,"(1975500, 1975599)",43.0,68
NZ_CP009617.1,"(1975600, 1975699)",45.0,52
NZ_CP009617.1,"(1975700, 1975799)",51.0,61
NZ_CP009617.1,"(1975800, 1975899)",50.0,63
NZ_CP009617.1,"(1975900, 1975999)",44.0,73
NZ_CP009617.1,"(1976000, 1976099)",48.0,66
NZ_CP009617.1,"(1976100, 1976199)",47.0,64
NZ_CP009617.1,"(1976200, 1976299)",55.0,68
NZ_CP009617.1,"(1976300, 1976399)",55.0,77
NZ_CP009617.1,"(1976400, 1976499)",45.0,50
NZ_CP009617.1,"(1976500, 1976599)",45.0,73
NZ_CP009617.1,"(1976600, 1976699)",52.0,34
NZ_CP009617.1,"(1976700, 1976799)",50.0,0
NZ_CP009617.1,"(1976800, 1976899)",46.0,0
NZ_CP009617.1,"(1976900, 1976999)",38.0,79
NZ_CP009617.1,"(1977000, 1977099)",45.0,60
NZ_CP009617.1,"(1977100, 1977199)",35.0,75
NZ_CP009617.1,"(1977200, 1977299)",49.0,23
NZ_CP009617.1,"(1977300, 1977399)",52.0,56
NZ_CP009617.1,"(1977400, 1977499)",42.0,26
NZ_CP009617.1,"(1977500, 1977599)",46.0,0
NZ_CP009617.1,"(1977600, 1977699)",53.0,53
NZ_CP009617.1,"(1977700, 1977799)",46.0,69
NZ_CP009617.1,"(1977800, 1977899)",42.0,7
NZ_CP009617.1,"(1977900, 1977999)",46.0,49
NZ_CP009617.1,"(1978000, 1978099)",45.0,0
NZ_CP009617.1,"(1978100, 1978199)",39.0,35
NZ_CP009617.1,"(1978200, 1978299)",42.0,95
NZ_CP009617.1,"(1978300, 1978399)",43.0,36
NZ_CP009617.1,"(1978400, 1978499)",52.0,106
NZ_CP009617.1,"(1978500, 1978599)",38.0,74
NZ_CP009617.1,"(1978600, 1978699)",61.0,12
NZ_CP009617.1,"(1978700, 1978799)",48.0,90
NZ_CP009617.1,"(1978800, 1978899)",48.0,49
NZ_CP009617.1,"(1978900, 1978999)",54.0,26
NZ_CP009617.1,"(1979000, 1979099)",44.0,0
NZ_CP009617.1,"(1979100, 1979199)",39.0,78
NZ_CP009617.1,"(1979200, 1979299)",42.0,25
NZ_CP009617.1,"(1979300, 1979399)",52.0,0
NZ_CP009617.1,"(1979400, 1979499)",52.0,88
NZ_CP009617.1,"(1979500, 1979599)",52.0,57
NZ_CP009617.1,"(1979600, 1979699)",54.0,14
NZ_CP009617.1,"(1979700, 1979799)",47.0,57
NZ_CP009617.1,"(1979800, 1979899)",50.0,1
NZ_CP009617.1,"(1979900, 1979999)",49.0,86
NZ_CP009617.1,"(1980000, 1980099)",55.0,31
NZ_CP009617.1,"(1980100, 1980199)",52.0,111
NZ_CP009617.1,"(1980200, 1980299)",45.0,75
NZ_CP009617.1,"(1980300, 1980399)",53.0,25
NZ_CP009617.1,"(1980400, 1980499)",53.0,1
NZ_CP009617.1,"(1980500, 1980599)",43.0,79
NZ_CP009617.1,"(1980600, 1980699)",46.0,76
NZ_CP009617.1,"(1980700, 1980799)",52.0,68
NZ_CP009617.1,"(1980800, 1980899)",58.0,62
